frequency_ghz,model_id,dataset_scope,target_source,label_mode,protocol_sha256,strategy,feature,unit,status,N_common_complete_requests,N_total_planned_requests,N_original_candidates,joint_hit_fraction,score_mean,n,mae,rmse,bias,abs_error_p50,abs_error_p90,abs_error_p95,ci_status,n_request_groups,mae_ci_low,mae_ci_high,rmse_ci_low,rmse_ci_high,bias_ci_low,bias_ci_high,abs_error_p50_ci_low,abs_error_p50_ci_high,abs_error_p90_ci_low,abs_error_p90_ci_high,abs_error_p95_ci_low,abs_error_p95_ci_high
15,f15-5a9547401a37,DEVELOPMENT_5K_NOT_FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
15,f15-5a9547401a37,DEVELOPMENT_5K_NOT_FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
5,f5-fac1f3ff42e4,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
10,f10-d26d41688df1,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
20,f20-4d6b0c6066ee,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
6,f6-ba844c981dd6,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
7,f7-d0ffa9b31525,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_emx,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
8,f8-dc2e68a2a478,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
8,f8-dc2e68a2a478,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
8,f8-dc2e68a2a478,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,Qmin,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
8,f8-dc2e68a2a478,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,fixed_q15,K_abs,dimensionless,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
8,f8-dc2e68a2a478,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Lp_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
8,f8-dc2e68a2a478,FORMAL_10K,HELDOUT_TRIPLE_AUDIT,STRICT_LUMPED,f12d43eace12231077007dc497fee8dad00fbe58cb2f1fe2c6159c47636b97a0,q_proxy,Ls_nH,nH,NOT_AVAILABLE,0,20,220,,,0,,,,,,,NOT_ESTIMABLE,0,,,,,,,,,,,,
