request_id,frequency_ghz,model_id,dataset_scope,q_proxy,q_emx,candidate_id,stage,feature,unit,target,actual_emx,frozen_grid_proxy,emx_minus_target,emx_minus_frozen_proxy,target_absolute_relative_percent,proxy_absolute_relative_percent,strict_valid,strict_joint_hit,evidence_role
f06_qscan-HELDOUT_TRIPLE_AUDIT-000001,6,f6-ba844c981dd6,FORMAL_10K,10,,f06_qscan-HELDOUT_TRIPLE_AUDIT-000001-q10,SOLVED_STRICT_VALID,Lp_nH,nH,1.1833764068853954,1.1800422058083513,1.1843751668930054,-0.0033342010770440744,-0.004332961084654086,0.281753215430378,0.36584362841892637,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f06_qscan-HELDOUT_TRIPLE_AUDIT-000001,6,f6-ba844c981dd6,FORMAL_10K,10,,f06_qscan-HELDOUT_TRIPLE_AUDIT-000001-q10,SOLVED_STRICT_VALID,Ls_nH,nH,0.8681533975521661,0.8606342420134956,0.8694130182266235,-0.007519155538670552,-0.008778776213127948,0.8661090954515025,1.0097359976314098,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f06_qscan-HELDOUT_TRIPLE_AUDIT-000001,6,f6-ba844c981dd6,FORMAL_10K,10,,f06_qscan-HELDOUT_TRIPLE_AUDIT-000001-q10,SOLVED_STRICT_VALID,Qmin,dimensionless,10.0,10.082807629535166,10.00422477722168,0.08280762953516607,0.07858285231348638,0.8280762953516607,0.7854966682916734,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f06_qscan-HELDOUT_TRIPLE_AUDIT-000001,6,f6-ba844c981dd6,FORMAL_10K,10,,f06_qscan-HELDOUT_TRIPLE_AUDIT-000001-q10,SOLVED_STRICT_VALID,K_abs,dimensionless,0.2806129434733121,0.2829034723342222,0.27993661165237427,0.0022905288609100793,0.002966860681847927,0.8162591620182772,1.0598330330339854,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f07_qscan-HELDOUT_TRIPLE_AUDIT-000001,7,f7-d0ffa9b31525,FORMAL_10K,11,,f07_qscan-HELDOUT_TRIPLE_AUDIT-000001-q11,SOLVED_STRICT_VALID,Lp_nH,nH,1.326097750347588,1.3332950420738547,1.3299076557159424,0.007197291726266819,0.0033873863579123586,0.5427421714862507,0.25470838846241495,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f07_qscan-HELDOUT_TRIPLE_AUDIT-000001,7,f7-d0ffa9b31525,FORMAL_10K,11,,f07_qscan-HELDOUT_TRIPLE_AUDIT-000001-q11,SOLVED_STRICT_VALID,Ls_nH,nH,0.897764216042536,0.9010272005830018,0.9007189273834229,0.0032629845404658075,0.0003082731995789345,0.36345673865789363,0.03422523832983773,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f07_qscan-HELDOUT_TRIPLE_AUDIT-000001,7,f7-d0ffa9b31525,FORMAL_10K,11,,f07_qscan-HELDOUT_TRIPLE_AUDIT-000001-q11,SOLVED_STRICT_VALID,Qmin,dimensionless,11.0,10.8739784187948,11.014012336730957,-0.12602158120519924,-0.14003391793615627,1.145650738229084,1.2714160258305958,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f07_qscan-HELDOUT_TRIPLE_AUDIT-000001,7,f7-d0ffa9b31525,FORMAL_10K,11,,f07_qscan-HELDOUT_TRIPLE_AUDIT-000001-q11,SOLVED_STRICT_VALID,K_abs,dimensionless,0.2061171989387108,0.204415932516695,0.20678098499774933,-0.001701266422015818,-0.0023650524810543416,0.8253879010463807,1.1437475651255282,True,True,STRICT_VALID_FINITE_PRESELECTED_EXAMPLE
f08_qscan-HELDOUT_TRIPLE_AUDIT-000001,8,f8-dc2e68a2a478,FORMAL_10K,12,,f08_qscan-HELDOUT_TRIPLE_AUDIT-000001-q12,GDS_FAIL,Lp_nH,nH,1.116975243436171,,1.1170002222061157,,,,,,,FAILED_OR_STRICT_INVALID_PRESELECTED_RETAINED
f08_qscan-HELDOUT_TRIPLE_AUDIT-000001,8,f8-dc2e68a2a478,FORMAL_10K,12,,f08_qscan-HELDOUT_TRIPLE_AUDIT-000001-q12,GDS_FAIL,Ls_nH,nH,1.0192174282350601,,1.0195472240447998,,,,,,,FAILED_OR_STRICT_INVALID_PRESELECTED_RETAINED
